clinic_id,clinic_name,address,site_url,site_host,doctors_count,has_live_promo,live_promo_count,status,matched_source_impls,promo_sync_sources,robots_blocked_sources
357eb819-a175-46f2-8418-038fb65958b9,"""Лодэ"" в Минске на Независимости, проспект Независимости 58",Минск,,,6,false,0,no_site_url,,,
10ddaf8e-f3ed-43fc-b234-58499df66866,«Аква-Минск Клиника»,"Минск, проспект Рокоссовского, д. 44/2",https://aquaminskclinic.by/,aquaminskclinic.by,71,false,0,no_source_match,,,
b07b2979-0395-4f57-92f3-12ca62fafdad,«Клиника Астарта»,"Минск, ул. Неждановой, д. 15",https://astartamed.by/,astartamed.by,4,false,0,no_source_match,,,
d4b17b25-b20c-42d4-8b17-1fcdd6bff3c4,«Клиника в Уручье»,"Минск, ул. Героев 120 Дивизии, д. 3А",https://klinik.by/,klinik.by,59,false,0,robots_blocked_impl,klinik,,klinik
860136a7-ce37-4d73-ac3d-aa812979239b,«Клиника Гравита»,"Минск, ул. Белинского, д. 23",https://gravita.by/,gravita.by,6,false,0,no_source_match,,,
9261854a-7fd8-44ea-87bf-0064e0a5863a,«Клиника Гуру» на Богдановича (ранее «Вита»),"Минск, ул. М. Богдановича, д. 6",https://gurumed.by/,gurumed.by,9,false,0,no_source_match,,,
8f4ee3f7-8ff3-455f-ba13-229c17d323e6,«Клиника Гуру» на Дзержинского (ранее «КиндерМед»),"Минск, просп. Дзержинского, д. 123",https://gurumed.by/,gurumed.by,13,false,0,no_source_match,,,
6b5c71fa-0a77-4711-a314-7e29192734e8,«Клиника Гуру» на Первомайской,"Минск, ул. Первомайская, д. 22/1",https://gurumed.by/,gurumed.by,11,false,0,no_source_match,,,
80ccb1c5-592b-46fa-a29c-0a46cf7dfeaf,«Клиника Дермисс»,"Минск, ул. Притыцкого, д. 160",https://dermiss.by/,dermiss.by,5,false,0,no_source_match,,,
7784e42d-3d8a-49d4-b233-9e526fecaf40,«Клиника Доктор ЛОР»,"Минск, ул. Петра Мстиславца, д. 8",https://doctorlor.by/,doctorlor.by,3,false,0,no_source_match,,,
3b17a75d-38b3-462f-a974-6e19f5e26dde,«Клиника ЛинЛайн» на Декабристов,"Минск, ул. Декабристов, д. 5",https://linline-club.by/,linline-club.by,2,false,0,no_source_match,,,
